customer_key;nome_completo;eta;paese;sesso;tenure_giorni;recency_giorni;frequency;monetary;frequency_normalizzata;regolarita_acquisti;regolarita_non_calcolabile;aov;diversita_categorie;quota_ordini_scontati;numero_ordini_annullati;metodo_pagamento_prevalente
205;Patrizia Paganini;18;Italia;Femmina;100;0;5;2757,7;1.500000000000000000;8,7;0;551,54;4;0.100000;0;Bonifico bancario
206;Marcel Vercammen;27;Belgio;Maschio;32;3;3;479,69;2.810000000000000000;2,12;0;159,9;4;0.000000;0;Carta di credito
207;Oreste Sauro;49;Italia;Maschio;1103;6;52;10485,87;1.410000000000000000;29,59;0;201,65;6;0.000000;14;Carta di credito
208;Justin Mosley;44;Canada;Maschio;232;20;8;397,42;1.030000000000000000;29,68;0;49,68;5;0.000000;1;Bonifico bancario
209;Franco Parmitano;18;Italia;Maschio;49;3;3;444,71;1.840000000000000000;20,51;0;148,24;3;0.000000;1;Carta di credito
210;Eleanora Botticelli;56;Italia;Femmina;1043;18;62;16246,47;1.780000000000000000;20,13;0;262,04;6;0.010000;7;Bonifico bancario
211;Marcel Pietrek;26;Polonia;Maschio;512;36;23;2436,34;1.350000000000000000;22,44;0;105,93;6;0.000000;4;Carta di credito
212;Ennio Surian;29;Italia;Maschio;668;45;28;2902,14;1.260000000000000000;24,17;0;103,65;6;0.040000;4;Carta di credito
213;Emilia Rubio;29;Spagna;Femmina;730;43;31;5423,14;1.270000000000000000;25,51;0;174,94;6;0.030000;5;PayPal
214;Britt Ring;29;Germania;Femmina;455;20;20;8367,39;1.320000000000000000;22,61;0;418,37;6;0.020000;2;Bonifico bancario
215;Romana Armani;48;Italia;Femmina;930;39;39;8715,35;1.260000000000000000;21,66;0;223,47;6;0.070000;8;Carta di credito
216;Roksana Folga;26;Polonia;Femmina;953;22;55;14131,93;1.730000000000000000;17,4;0;256,94;6;0.050000;7;PayPal
217;Gianluigi Baglioni;54;Italia;Maschio;1015;3;51;11842,98;1.510000000000000000;23,2;0;232,22;6;0.030000;8;PayPal
218;Tina Beccheria;42;Italia;Femmina;132;4;6;727,74;1.360000000000000000;19,27;0;121,29;5;0.000000;2;Contrassegno
219;Loretta Sismondi;22;Italia;Femmina;438;2;36;9066,97;2.470000000000000000;11,45;0;251,86;6;0.060000;7;PayPal
220;Gelsomina Benedetti;24;Italia;Femmina;505;34;17;4449,69;1.010000000000000000;31,92;0;261,75;6;0.000000;4;PayPal
221;Ennio Notarbartolo;44;Italia;Maschio;154;33;6;2720,43;1.170000000000000000;18,69;0;453,4;6;0.050000;0;Carta di credito
222;陽一 木村;33;Giappone;Maschio;452;60;17;5221,23;1.130000000000000000;19,8;0;307,13;5;0.030000;7;Bonifico bancario
223;Ivan Gerrits;38;Paesi Bassi;Maschio;928;35;41;6200,89;1.330000000000000000;24,39;0;151,24;6;0.060000;10;Carta di credito
225;Emma Moore;40;Regno Unito;Femmina;318;22;11;3130,79;1.040000000000000000;28,44;0;284,62;6;0.040000;0;PayPal
226;Kenneth Cline;36;Canada;Maschio;1028;13;58;15243,24;1.690000000000000000;17,8;0;262,81;6;0.040000;7;Carta di credito
227;Kaja Grabias;26;Polonia;Femmina;826;17;43;12932,66;1.560000000000000000;25,65;0;300,76;6;0.030000;8;Carta di credito
228;Nicolas Moosbrugger;53;Austria;Maschio;1329;34;64;17160,07;1.440000000000000000;17,58;0;268,13;6;0.030000;10;Carta di credito
229;Ewelina Pezda;30;Polonia;Femmina;400;15;16;3833,08;1.200000000000000000;27,23;0;239,57;6;0.060000;3;Carta di credito
230;Maurice Frühwirth;43;Austria;Maschio;1309;10;58;12356,46;1.330000000000000000;20,63;0;213,04;6;0.010000;9;Carta di credito
231;Claudia Ricciardi;41;Italia;Femmina;200;18;9;2004,82;1.350000000000000000;19,9;0;222,76;6;0.080000;1;Carta di credito
232;Letizia Ginese;29;Italia;Femmina;307;11;13;3651,51;1.270000000000000000;19,17;0;280,89;6;0.040000;1;PayPal
233;Rachel Williams;34;Australia;Femmina;870;50;33;8494,81;1.140000000000000000;25,59;0;257,42;6;0.030000;7;Bonifico bancario
234;Ansaldo Rinaldi;46;Italia;Maschio;617;37;32;12113,15;1.560000000000000000;16,89;0;378,54;6;0.070000;4;Contrassegno
235;Marisa Migliaccio;27;Italia;Femmina;643;12;35;7364,6;1.630000000000000000;22,86;0;210,42;6;0.030000;4;Carta di credito
236;Niccolò Bellò;35;Italia;Maschio;874;49;40;7601,79;1.370000000000000000;20;0;190,04;6;0.000000;7;Contrassegno
237;Adelasia Ferrari;34;Italia;Femmina;367;9;12;1950,4;0.980000000000000000;30,35;0;162,53;6;0.000000;2;Carta di credito
238;Rembrandt Brancaccio;46;Italia;Maschio;508;1;26;5758,67;1.540000000000000000;25,55;0;221,49;6;0.020000;3;Bonifico bancario
239;Maria De Meyer;33;Belgio;Femmina;127;0;5;1396,07;1.180000000000000000;14,65;0;279,21;5;0.000000;0;Bonifico bancario
240;Élisabeth Morel;33;Francia;Femmina;398;33;16;4924,82;1.210000000000000000;17,98;0;307,8;6;0.030000;2;PayPal
241;Umberto Giacometti;32;Italia;Maschio;251;13;8;2194,89;0.960000000000000000;33,14;0;274,36;5;0.000000;2;Carta di credito
242;Hubert Ciuruś;42;Polonia;Maschio;683;0;44;11057,73;1.930000000000000000;18,8;0;251,31;6;0.010000;3;Carta di credito
243;Giulia Tognazzi;50;Italia;Femmina;77;34;2;216,73;0.780000000000000000;21,95;1;108,37;3;0.000000;1;Bonifico bancario
245;Teresa Valmarana;35;Italia;Femmina;94;3;4;270,05;1.280000000000000000;16,26;0;67,51;5;0.000000;0;Carta di credito
246;Angel Bishop;45;Canada;Femmina;182;46;8;1414,06;1.320000000000000000;23,66;0;176,76;6;0.000000;0;Carta di credito
247;陽一 中島;47;Giappone;Maschio;642;10;31;4543,68;1.450000000000000000;30,18;0;146,57;6;0.020000;9;PayPal
248;Henning Wulf;41;Germania;Maschio;448;38;19;5997,67;1.270000000000000000;23,86;0;315,67;6;0.000000;3;Carta di credito
249;Ravy Borges;37;Brasile;Maschio;1126;17;52;11347,45;1.390000000000000000;22,17;0;218,22;6;0.010000;10;Bonifico bancario
250;Savannah Smith;29;Stati Uniti;Femmina;239;26;10;2398,05;1.260000000000000000;29,47;0;239,8;5;0.000000;0;Bonifico bancario
251;Fiorenzo Fieramosca;34;Italia;Maschio;577;41;33;4116,34;1.720000000000000000;16,46;0;124,74;6;0.000000;5;Contrassegno
252;Tomás Llamas;42;Spagna;Maschio;455;19;14;1856,01;0.920000000000000000;24,5;0;132,57;6;0.040000;2;Bonifico bancario
253;Lolita Polesel;33;Italia;Femmina;477;1;23;5903,27;1.450000000000000000;22,29;0;256,66;6;0.000000;4;Contrassegno
254;Lia Neves;25;Portogallo;Femmina;1217;60;50;20525,68;1.230000000000000000;26,77;0;410,51;6;0.000000;12;PayPal
255;Jean-marie Lenaerts;18;Belgio;Maschio;40;0;5;392,52;3.750000000000000000;1,91;0;78,5;4;0.200000;0;Carta di credito
256;修平 吉田;24;Giappone;Maschio;671;58;23;6180,05;1.030000000000000000;24,1;0;268,7;6;0.000000;4;Bonifico bancario
257;Niccolò Giunti;47;Italia;Maschio;344;8;8;599,96;0.700000000000000000;38,92;0;75;3;0.130000;3;Contrassegno
258;Anne Brennan;49;Regno Unito;Femmina;917;11;55;12385,32;1.800000000000000000;16,42;0;225,19;6;0.050000;5;Bonifico bancario
259;Pierpaolo Baglioni;39;Italia;Maschio;541;6;43;17070,52;2.380000000000000000;12,14;0;396,99;6;0.030000;12;PayPal
260;Livia Rosmini;49;Italia;Femmina;1290;24;52;10741,72;1.210000000000000000;24,18;0;206,57;6;0.020000;8;PayPal
261;篤司 渡辺;52;Giappone;Maschio;156;34;5;576,08;0.960000000000000000;13,5;0;115,22;5;0.000000;0;Carta di credito
262;Jennifer Lewis;22;Australia;Femmina;1009;15;54;14692,91;1.610000000000000000;18,9;0;272,09;6;0.030000;10;PayPal
263;Natascha Schmid;43;Austria;Femmina;1170;11;80;23699,32;2.050000000000000000;13,16;0;296,24;6;0.030000;6;PayPal
264;Filippa Santoro;68;Italia;Femmina;368;25;19;2534,24;1.550000000000000000;20,92;0;133,38;6;0.040000;3;Bonifico bancario
265;Graziano Polani;56;Italia;Maschio;436;40;16;1426,41;1.100000000000000000;36,19;0;89,15;5;0.000000;4;PayPal
266;Ninetta Pausini;55;Italia;Femmina;598;27;32;6849,21;1.610000000000000000;22,67;0;214,04;6;0.000000;2;PayPal
267;Wolfhard Wohlgemut;47;Germania;Maschio;241;1;8;1185,29;1.000000000000000000;27,81;0;148,16;4;0.000000;0;Carta di credito
268;Gianpaolo Doria;36;Italia;Maschio;1196;30;54;12532,94;1.350000000000000000;17,73;0;232,09;6;0.010000;10;Contrassegno
269;Emma Humer;64;Austria;Femmina;1121;16;52;17519,86;1.390000000000000000;23,62;0;336,92;6;0.040000;8;Carta di credito
271;Daniel Bouwhuisen;18;Paesi Bassi;Maschio;14;10;1;71,37;1.000000000000000000;21,95;1;71,37;1;0.330000;0;PayPal
272;Alessandra Morricone;28;Italia;Femmina;323;14;11;2224,12;1.020000000000000000;27,41;0;202,19;6;0.000000;2;Carta di credito
273;Perla Pou;32;Spagna;Femmina;1016;45;60;15319,43;1.770000000000000000;16,25;0;255,32;6;0.000000;10;Bonifico bancario
274;Ricciotti Babato;42;Italia;Maschio;948;75;42;13785,66;1.330000000000000000;19,72;0;328,23;6;0.020000;7;Carta di credito
275;Mauro Foletti;18;Italia;Maschio;31;10;3;1563,96;2.900000000000000000;8,49;0;521,32;2;0.000000;0;PayPal
276;Caterina Marenzio;47;Italia;Femmina;922;8;42;6601,76;1.370000000000000000;21,25;0;157,18;6;0.050000;7;Bonifico bancario
277;Marion Porter;41;Regno Unito;Femmina;85;21;3;138,14;1.060000000000000000;13,44;0;46,05;3;0.250000;0;Bonifico bancario
278;Germana Pedroni;43;Italia;Femmina;189;45;5;520,6;0.790000000000000000;34,51;0;104,12;3;0.000000;2;Carta di credito
279;Liv Van Henegouwen;35;Paesi Bassi;Femmina;927;0;48;5343,64;1.550000000000000000;15,87;0;111,33;6;0.040000;5;PayPal
280;Simonetta Michelangeli;47;Italia;Femmina;926;2;48;10629,91;1.560000000000000000;25,12;0;221,46;6;0.010000;6;PayPal
281;Isabella Reising;27;Germania;Femmina;204;21;7;728,63;1.030000000000000000;19,32;0;104,09;5;0.000000;0;Carta di credito
282;Umberto Pozzecco;28;Italia;Maschio;826;146;29;3856,33;1.050000000000000000;34,48;0;132,98;6;0.000000;2;PayPal
283;Romolo Rizzo;18;Italia;Maschio;54;39;3;561;1.670000000000000000;6,36;0;187;3;0.000000;1;PayPal
284;Matthew Conner;48;Stati Uniti;Maschio;477;4;19;3880,36;1.190000000000000000;31,88;0;204,23;6;0.000000;4;Carta di credito
285;Klara Hölzenbecher;28;Germania;Femmina;391;1;19;1009,21;1.460000000000000000;19,64;0;53,12;5;0.030000;2;Bonifico bancario
286;Maria Gaiatto;34;Italia;Femmina;196;2;8;2682,88;1.220000000000000000;19,64;0;335,36;5;0.000000;4;PayPal
287;Yolanda Marien;22;Belgio;Femmina;504;8;21;4430,45;1.250000000000000000;22,18;0;210,97;6;0.060000;5;Carta di credito
288;Erika Marsili;32;Italia;Femmina;638;20;26;7832,54;1.220000000000000000;21,47;0;301,25;6;0.040000;6;PayPal
289;Wenke Kaul;30;Germania;Femmina;710;1;27;3338,98;1.140000000000000000;26,53;0;123,67;6;0.020000;3;Carta di credito
290;Eliana Cardano;59;Italia;Femmina;576;56;25;3127,88;1.300000000000000000;24,85;0;125,12;6;0.040000;6;PayPal
291;Liam Da Rosa;49;Brasile;Maschio;623;6;21;7816,53;1.010000000000000000;32,93;0;372,22;6;0.000000;8;Bonifico bancario
293;Lars Riegler;43;Austria;Maschio;379;12;10;2656,68;0.790000000000000000;44,3;0;265,67;4;0.060000;1;Carta di credito
294;Raffaello Rensi;41;Italia;Maschio;217;0;11;2102,31;1.520000000000000000;17,81;0;191,12;5;0.050000;1;Carta di credito
295;Diana Collins;18;Australia;Femmina;15;9;1;11,07;1.000000000000000000;21,95;1;11,07;1;0.000000;0;PayPal
296;Eleanora Tomasetti;39;Italia;Femmina;456;1;16;2754,07;1.050000000000000000;29,36;0;172,13;6;0.000000;5;Carta di credito
297;Ellie Bollen;44;Belgio;Femmina;75;45;3;143,37;1.200000000000000000;1,41;0;47,79;2;0.000000;1;Carta di credito
298;Ferdinando Chinnici;26;Italia;Maschio;880;2;46;11614,72;1.570000000000000000;17,96;0;252,49;6;0.020000;3;PayPal
299;Fabrizio Michelangeli;30;Italia;Maschio;715;27;27;4341,61;1.130000000000000000;25,12;0;160,8;6;0.000000;4;Contrassegno
300;Lucrezia Tasso;27;Italia;Femmina;575;1;31;5786,49;1.620000000000000000;18,31;0;186,66;6;0.000000;5;Carta di credito
301;Monique Faure;57;Francia;Femmina;862;4;37;11584,71;1.290000000000000000;19,14;0;313,1;6;0.000000;11;Carta di credito
302;Alessia Marangoni;53;Italia;Femmina;718;26;38;7220,33;1.590000000000000000;20,91;0;190,01;6;0.040000;6;Bonifico bancario
303;Danilo Cesarotti;24;Italia;Maschio;599;16;31;8247,3;1.550000000000000000;14,48;0;266,04;6;0.020000;3;Carta di credito
304;Elias Steinmeiern;48;Paesi Bassi;Maschio;426;32;18;5360,31;1.270000000000000000;21,96;0;297,8;6;0.050000;3;Bonifico bancario
305;Willy Buysse;45;Belgio;Maschio;1259;6;42;8672,92;1.000000000000000000;30,84;0;206,5;6;0.010000;4;PayPal
306;Caterina Gabbana;43;Italia;Femmina;431;7;15;3715,11;1.040000000000000000;26,15;0;247,67;6;0.060000;3;PayPal
307;Ángel Uriarte;41;Spagna;Maschio;638;19;40;11366,3;1.880000000000000000;12,65;0;284,16;6;0.020000;5;Carta di credito
308;Aniela Fronczek;44;Polonia;Femmina;273;12;10;2684,12;1.100000000000000000;39,74;0;268,41;6;0.000000;2;Bonifico bancario
309;Dionigi Ughi;23;Italia;Maschio;647;14;30;6171,15;1.390000000000000000;36;0;205,71;6;0.020000;2;PayPal
310;James Peterson;40;Stati Uniti;Maschio;1406;19;114;31709,74;2.430000000000000000;10,36;0;278,16;6;0.020000;18;PayPal
311;Valeria Serraglio;46;Italia;Femmina;1186;2;54;12634,66;1.370000000000000000;26,23;0;233,98;6;0.010000;9;Carta di credito
312;Hannah Snyder;29;Canada;Femmina;214;12;12;2895,89;1.680000000000000000;14,26;0;241,32;6;0.080000;1;Carta di credito
313;Maurizio Agnesi;26;Italia;Maschio;182;7;6;257,55;0.990000000000000000;8,5;0;42,93;5;0.140000;0;Contrassegno
314;Javier Carpenter;47;Canada;Maschio;768;35;27;7024,2;1.050000000000000000;28,25;0;260,16;6;0.050000;5;PayPal
315;Federica Botticelli;30;Italia;Femmina;1113;1;60;17656,57;1.620000000000000000;18,95;0;294,28;6;0.020000;10;PayPal
316;Valentina Totino;33;Italia;Femmina;330;9;20;2784,57;1.820000000000000000;23,13;0;139,23;6;0.070000;1;Contrassegno
317;Rosario Travia;36;Italia;Maschio;393;9;38;9563,63;2.900000000000000000;8,72;0;251,67;6;0.030000;6;Carta di credito
318;Valerio Telesio;30;Italia;Maschio;824;7;43;8418,36;1.570000000000000000;15,52;0;195,78;6;0.090000;7;PayPal
319;Rosario Parmitano;43;Italia;Maschio;197;10;11;2531,98;1.680000000000000000;16,98;0;230,18;6;0.000000;0;Bonifico bancario
320;Germana Abba;42;Italia;Femmina;240;15;15;1748,62;1.880000000000000000;12,7;0;116,57;6;0.050000;3;PayPal
321;Alessandra Ferretti;29;Italia;Femmina;1052;23;53;14544,7;1.510000000000000000;18,75;0;274,43;6;0.010000;9;Bonifico bancario
322;José Sá;52;Portogallo;Maschio;634;31;23;3629,34;1.090000000000000000;29,42;0;157,8;6;0.040000;4;PayPal
323;Joannes De Sutter;40;Belgio;Maschio;268;44;4;128,21;0.450000000000000000;8,33;0;32,05;4;0.000000;2;Bonifico bancario
324;Gianluca Tamburello;33;Italia;Maschio;27;5;2;1908,33;2.000000000000000000;21,95;1;954,16;1;0.000000;0;Contrassegno
325;Ilaria Casini;25;Italia;Femmina;187;7;8;2085,15;1.280000000000000000;19,88;0;260,64;4;0.000000;2;PayPal
326;Chiara Morabito;46;Italia;Femmina;655;18;26;3138,69;1.190000000000000000;24,94;0;120,72;6;0.050000;5;Carta di credito
327;Maurice Gaillard;33;Francia;Maschio;512;7;20;8017,68;1.170000000000000000;33,1;0;400,88;6;0.020000;4;Bonifico bancario
328;Delfino Traetta;24;Italia;Maschio;766;32;34;11025,59;1.330000000000000000;23,88;0;324,28;6;0.030000;4;Carta di credito
329;Gabrielle Lebrun;35;Francia;Femmina;72;10;3;3370,74;1.250000000000000000;6,36;0;1123,58;4;0.140000;1;PayPal
330;Nora Riener;35;Austria;Femmina;714;3;36;3712,44;1.510000000000000000;19,97;0;103,12;6;0.030000;5;PayPal
331;Oskar Cieciura;19;Polonia;Maschio;279;34;12;2241,53;1.290000000000000000;12,74;0;186,79;6;0.000000;0;Bonifico bancario
332;Antonius Bartl;56;Austria;Maschio;93;42;4;143,2;1.290000000000000000;9,54;0;35,8;2;0.000000;0;Bonifico bancario
333;Willy Verlinden;53;Belgio;Maschio;280;24;10;1439,87;1.070000000000000000;34,19;0;143,99;5;0.000000;1;PayPal
334;Maria Thys;34;Belgio;Femmina;606;29;64;11297,33;3.170000000000000000;9,26;0;176,52;6;0.030000;4;PayPal
335;Ricciotti Fattori;68;Italia;Maschio;801;48;41;11210,98;1.540000000000000000;19,72;0;273,44;6;0.040000;11;Contrassegno
336;Fabia Anastasi;31;Italia;Femmina;342;9;16;3639,94;1.400000000000000000;21,01;0;227,5;6;0.070000;3;PayPal
337;Laura Deledda;28;Italia;Femmina;991;7;52;12595,73;1.570000000000000000;24,17;0;242,23;6;0.010000;9;Contrassegno
338;Marina Lercari;46;Italia;Femmina;403;50;11;1083,87;0.820000000000000000;27,6;0;98,53;5;0.040000;3;Carta di credito
339;Loredana Morgagni;43;Italia;Femmina;72;1;1;811,43;0.420000000000000000;21,95;1;811,43;3;0.000000;0;Bonifico bancario
340;Yan Rodrigues;22;Brasile;Maschio;559;20;17;6745,21;0.910000000000000000;39,24;0;396,78;6;0.000000;5;Bonifico bancario
341;Gabriella Gullotta;49;Italia;Femmina;258;4;12;6157,49;1.400000000000000000;40,04;0;513,12;5;0.000000;2;Bonifico bancario
342;Alexandra Sá;36;Portogallo;Femmina;1327;42;62;17959,33;1.400000000000000000;19,33;0;289,67;6;0.030000;11;Bonifico bancario
343;Willem Vermeiren;42;Belgio;Maschio;453;1;14;2926,8;0.930000000000000000;32,39;0;209,06;6;0.070000;3;PayPal
344;Patrizio Sforza;34;Italia;Maschio;993;8;50;12629,72;1.510000000000000000;20,77;0;252,59;6;0.000000;9;PayPal
345;Ronaldo Camuccini;25;Italia;Maschio;749;12;65;17357,23;2.600000000000000000;13,26;0;267,03;6;0.050000;12;Contrassegno
346;Jelle Janssen;24;Paesi Bassi;Maschio;598;2;20;3196,25;1.000000000000000000;14,62;0;159,81;6;0.080000;3;Carta di credito
347;Luigi Zamengo;43;Italia;Maschio;601;25;26;4969,06;1.300000000000000000;13,07;0;191,12;6;0.020000;2;Contrassegno
348;Anita Tognazzi;35;Italia;Femmina;390;3;17;3058,06;1.310000000000000000;38,21;0;179,89;6;0.100000;4;PayPal
349;Karina Tomaszuk;41;Polonia;Femmina;362;9;15;6706,91;1.240000000000000000;21,23;0;447,13;6;0.030000;2;Bonifico bancario
350;Ezio Tedesco;52;Italia;Maschio;812;0;37;9026,77;1.370000000000000000;28,84;0;243,97;6;0.040000;5;Bonifico bancario
351;Giulia Natta;28;Italia;Femmina;306;13;21;5287,09;2.060000000000000000;14,95;0;251,77;6;0.000000;4;Carta di credito
352;Dina Tornatore;31;Italia;Femmina;315;1;20;4012,65;1.900000000000000000;11,36;0;200,63;6;0.070000;0;Carta di credito
353;Rita Benson;59;Australia;Femmina;189;6;9;1000,48;1.430000000000000000;8,8;0;111,16;6;0.070000;2;Carta di credito
354;Alessandra Armani;55;Italia;Femmina;629;46;24;4663,31;1.140000000000000000;25,22;0;194,3;6;0.020000;2;Contrassegno
355;Lolita Marini;34;Italia;Femmina;154;26;2;101,01;0.390000000000000000;21,95;1;50,51;2;0.000000;2;Bonifico bancario
356;Pierina Iannotti;48;Italia;Femmina;1028;4;48;10304,27;1.400000000000000000;26,29;0;214,67;6;0.030000;12;Carta di credito
357;Marcel Gangl;47;Austria;Maschio;680;25;20;4490,93;0.880000000000000000;27,82;0;224,55;6;0.020000;8;Bonifico bancario
358;Giovanni Magrassi;31;Italia;Maschio;351;12;14;4361,4;1.200000000000000000;31,09;0;311,53;6;0.000000;5;Carta di credito
359;Michaël De Ridder;20;Belgio;Maschio;309;9;12;2229,72;1.170000000000000000;18,33;0;185,81;6;0.000000;2;Carta di credito
360;Annibale Mascheroni;28;Italia;Maschio;626;15;26;7621,37;1.250000000000000000;22,04;0;293,13;6;0.000000;1;PayPal
361;Guy Janssens;69;Belgio;Maschio;481;19;15;4664,66;0.940000000000000000;19,58;0;310,98;5;0.040000;3;Carta di credito
362;Lucia Salvo;45;Italia;Femmina;493;21;19;4808,83;1.160000000000000000;24,75;0;253,1;6;0.030000;2;Carta di credito
363;Kristien Liekens;51;Belgio;Femmina;792;7;32;7195,29;1.210000000000000000;32,3;0;224,85;6;0.060000;2;Carta di credito
364;Emilio Offredi;61;Italia;Maschio;794;11;36;6539,79;1.360000000000000000;20,59;0;181,66;6;0.020000;7;Contrassegno
365;Thomas Legendre;75;Francia;Maschio;516;0;16;4757,02;0.930000000000000000;28,76;0;297,31;6;0.000000;3;Bonifico bancario
366;Kai Hemetsberger;54;Austria;Maschio;442;9;12;5356,52;0.810000000000000000;26,41;0;446,38;5;0.000000;1;Bonifico bancario
367;Naomi Ziegler;34;Austria;Femmina;225;10;6;311,24;0.800000000000000000;42,37;0;51,87;5;0.000000;0;Carta di credito
368;Isabela Agullo;34;Spagna;Femmina;423;16;20;3371,22;1.420000000000000000;21,35;0;168,56;6;0.030000;2;Bonifico bancario
369;Bruno Cibin;46;Italia;Maschio;73;37;4;429,81;1.640000000000000000;3,06;0;107,45;5;0.250000;0;Bonifico bancario
370;Gian Sobrero;28;Italia;Maschio;76;10;4;2251,78;1.580000000000000000;6,93;0;562,94;5;0.000000;0;Bonifico bancario
371;Augustin Laroche;32;Francia;Maschio;50;14;1;25,24;0.600000000000000000;21,95;1;25,24;1;0.000000;0;PayPal
372;Victoriano Torrijos;49;Spagna;Maschio;562;2;24;3646,88;1.280000000000000000;31,73;0;151,95;6;0.110000;4;Carta di credito
373;Mia De Mey;27;Belgio;Femmina;367;4;32;5375,05;2.620000000000000000;7,65;0;167,97;6;0.030000;5;Bonifico bancario
374;Amadeo Chigi;46;Italia;Maschio;349;17;8;777,5;0.690000000000000000;40,52;0;97,19;5;0.080000;1;Contrassegno
375;Morgan Miller;19;Australia;Femmina;195;3;5;445,55;0.770000000000000000;17,37;0;89,11;5;0.110000;0;PayPal
376;Toni Flaiano;40;Italia;Maschio;706;60;29;5886,25;1.230000000000000000;20,69;0;202,97;6;0.020000;1;Bonifico bancario
377;Ramona Pezzali;39;Italia;Femmina;167;3;4;897,2;0.720000000000000000;29,94;0;224,3;4;0.000000;2;Bonifico bancario
378;Gian Babati;61;Italia;Maschio;1082;8;54;16938,35;1.500000000000000000;21,05;0;313,67;6;0.050000;7;Carta di credito
380;Kyle Allen;43;Stati Uniti;Maschio;581;19;29;9147,54;1.500000000000000000;25,91;0;315,43;6;0.090000;2;Bonifico bancario
381;Roberto Giolitti;18;Italia;Maschio;9;3;1;33,92;1.000000000000000000;21,95;1;33,92;1;0.000000;0;Bonifico bancario
382;Martino Falier;44;Italia;Maschio;139;45;8;1019,49;1.730000000000000000;4,73;0;127,44;4;0.000000;0;Contrassegno
383;Vanessa Sagnelli;41;Italia;Femmina;675;15;26;5928,99;1.160000000000000000;20,23;0;228,04;6;0.020000;6;PayPal
384;Monica Briccialdi;30;Italia;Femmina;522;13;27;7496,45;1.550000000000000000;20,69;0;277,65;5;0.100000;4;PayPal
385;Anabel Roda;32;Spagna;Femmina;580;41;17;2627,36;0.880000000000000000;24,79;0;154,55;6;0.040000;4;Bonifico bancario
386;Christina Moran;55;Stati Uniti;Femmina;227;5;7;3028,77;0.930000000000000000;5,85;0;432,68;5;0.070000;2;Carta di credito
387;Melissa Fornaciari;21;Italia;Femmina;760;73;27;7020,68;1.070000000000000000;26,97;0;260,03;6;0.020000;5;Carta di credito
388;Francisca Pereira;54;Portogallo;Femmina;409;34;18;3732,8;1.320000000000000000;27,19;0;207,38;6;0.100000;2;Bonifico bancario
389;Nedda Fantoni;40;Italia;Femmina;565;45;17;4373,1;0.900000000000000000;26,03;0;257,24;6;0.000000;2;Bonifico bancario
390;Fernanda Tomaselli;31;Italia;Femmina;116;10;6;529,95;1.550000000000000000;7,98;0;88,33;4;0.110000;1;Contrassegno
391;Nicoletta Trapani;59;Italia;Femmina;687;40;31;6274,15;1.350000000000000000;15,87;0;202,39;6;0.020000;5;PayPal
392;Kate Van Ooste;45;Paesi Bassi;Femmina;331;3;11;2858,03;1.000000000000000000;40,04;0;259,82;6;0.070000;2;Carta di credito
393;Vitória Peixoto;41;Brasile;Femmina;660;24;27;6197,86;1.230000000000000000;22,65;0;229,55;6;0.000000;3;Carta di credito
394;Vittoria Rinaldi;46;Italia;Femmina;299;31;11;2386,27;1.100000000000000000;14,94;0;216,93;6;0.050000;4;Bonifico bancario
395;Emanuel Correia;48;Portogallo;Maschio;219;7;6;3517,38;0.820000000000000000;31,25;0;586,23;4;0.000000;0;Carta di credito
396;Lilla Malacarne;32;Italia;Femmina;859;12;41;10727,74;1.430000000000000000;22,1;0;261,65;6;0.030000;11;PayPal
397;Lidia Treves;22;Italia;Femmina;247;9;4;161,74;0.490000000000000000;49,1;0;40,44;4;0.000000;2;Bonifico bancario
398;Maura Montalcini;39;Italia;Femmina;172;1;6;1441,71;1.050000000000000000;25,52;0;240,28;5;0.000000;1;Carta di credito
399;Antoine Martel;18;Francia;Maschio;204;28;8;1915,55;1.180000000000000000;16,53;0;239,44;5;0.000000;1;Bonifico bancario
400;Kelly De Keyser;39;Belgio;Femmina;113;1;9;2900,65;2.390000000000000000;16,54;0;322,29;5;0.000000;0;Bonifico bancario
401;Gastone Faugno;18;Italia;Maschio;59;3;3;447,16;1.530000000000000000;17,68;0;149,05;2;0.000000;0;Bonifico bancario
402;Adriano Giacconi;41;Italia;Maschio;693;22;30;7741,91;1.300000000000000000;22,88;0;258,06;6;0.030000;1;Contrassegno
403;Zacarías Orozco;30;Spagna;Maschio;944;1;54;13073,96;1.720000000000000000;18,35;0;242,11;6;0.030000;9;PayPal
404;Sian Edwards;38;Regno Unito;Femmina;1000;46;49;12109,51;1.470000000000000000;16,64;0;247,13;6;0.010000;10;Bonifico bancario
405;Rossana Pacelli;42;Italia;Femmina;475;6;19;2262,68;1.200000000000000000;25,61;0;119,09;6;0.110000;4;PayPal
406;Marco Amato;33;Italia;Maschio;877;22;46;9306,15;1.570000000000000000;16,75;0;202,31;6;0.020000;6;Bonifico bancario
407;Gabriel Wlaźlak;31;Polonia;Maschio;582;2;20;1950,4;1.030000000000000000;34,24;0;97,52;6;0.030000;3;PayPal
408;Eugène Noël;32;Francia;Maschio;538;15;21;4219,23;1.170000000000000000;23,19;0;200,92;6;0.110000;2;Carta di credito
409;Tammy Evans;33;Stati Uniti;Femmina;354;57;12;2776,39;1.020000000000000000;38,06;0;231,37;5;0.000000;1;Bonifico bancario
410;Olga Gonzaga;32;Italia;Femmina;713;1;33;5671,98;1.390000000000000000;30,72;0;171,88;6;0.020000;9;PayPal
